State,Date,Cumulative_Cases,Daily_Cases,Avg7_Cases,Cumulative_Deaths,Daily_Deaths,Avg7_Deaths,Population
Alabama,1/22/20,0,,,0,,,"4,903,185"
,1/23/20,0,0,0,0,0,0,"4,903,185"
,1/24/20,0,0,0,0,0,0,"4,903,185"
,1/25/20,0,0,0,0,0,0,"4,903,185"
,1/26/20,0,0,0,0,0,0,"4,903,185"
,1/27/20,0,0,0,0,0,0,"4,903,185"
,1/28/20,0,0,0,0,0,0,"4,903,185"
,1/29/20,0,0,0,0,0,0,"4,903,185"
,1/30/20,0,0,0,0,0,0,"4,903,185"
,1/31/20,0,0,0,0,0,0,"4,903,185"
,2/1/20,0,0,0,0,0,0,"4,903,185"
,2/2/20,0,0,0,0,0,0,"4,903,185"
,2/3/20,0,0,0,0,0,0,"4,903,185"
,2/4/20,0,0,0,0,0,0,"4,903,185"
,2/5/20,0,0,0,0,0,0,"4,903,185"
,2/6/20,0,0,0,0,0,0,"4,903,185"
,2/7/20,0,0,0,0,0,0,"4,903,185"
,2/8/20,0,0,0,0,0,0,"4,903,185"
,2/9/20,0,0,0,0,0,0,"4,903,185"
,2/10/20,0,0,0,0,0,0,"4,903,185"
,2/11/20,0,0,0,0,0,0,"4,903,185"
,2/12/20,0,0,0,0,0,0,"4,903,185"
,2/13/20,0,0,0,0,0,0,"4,903,185"
,2/14/20,0,0,0,0,0,0,"4,903,185"
,2/15/20,0,0,0,0,0,0,"4,903,185"
,2/16/20,0,0,0,0,0,0,"4,903,185"
,2/17/20,0,0,0,0,0,0,"4,903,185"
,2/18/20,0,0,0,0,0,0,"4,903,185"
,2/19/20,0,0,0,0,0,0,"4,903,185"
,2/20/20,0,0,0,0,0,0,"4,903,185"
,2/21/20,0,0,0,0,0,0,"4,903,185"
,2/22/20,0,0,0,0,0,0,"4,903,185"
,2/23/20,0,0,0,0,0,0,"4,903,185"
,2/24/20,0,0,0,0,0,0,"4,903,185"
,2/25/20,0,0,0,0,0,0,"4,903,185"
,2/26/20,0,0,0,0,0,0,"4,903,185"
,2/27/20,0,0,0,0,0,0,"4,903,185"
,2/28/20,0,0,0,0,0,0,"4,903,185"
,2/29/20,0,0,0,0,0,0,"4,903,185"
,3/1/20,0,0,0,0,0,0,"4,903,185"
,3/2/20,0,0,0,0,0,0,"4,903,185"
,3/3/20,0,0,0,0,0,0,"4,903,185"
,3/4/20,0,0,0,0,0,0,"4,903,185"
,3/5/20,0,0,0,0,0,0,"4,903,185"
,3/6/20,0,0,0,0,0,0,"4,903,185"
,3/7/20,0,0,0,0,0,0,"4,903,185"
,3/8/20,0,0,0,0,0,0,"4,903,185"
,3/9/20,0,0,0,0,0,0,"4,903,185"
,3/10/20,0,0,0,0,0,0,"4,903,185"
,3/11/20,0,0,0,0,0,0,"4,903,185"
,3/12/20,0,0,0,0,0,0,"4,903,185"
,3/13/20,5,5,1,0,0,0,"4,903,185"
,3/14/20,7,2,1,0,0,0,"4,903,185"
,3/15/20,11,4,2,0,0,0,"4,903,185"
,3/16/20,29,18,4,0,0,0,"4,903,185"
,3/17/20,39,10,6,0,0,0,"4,903,185"
,3/18/20,51,12,7,0,0,0,"4,903,185"
,3/19/20,78,27,11,0,0,0,"4,903,185"
,3/20/20,106,28,14,0,0,0,"4,903,185"
,3/21/20,131,25,18,0,0,0,"4,903,185"
,3/22/20,157,26,21,0,0,0,"4,903,185"
,3/23/20,196,39,24,0,0,0,"4,903,185"
,3/24/20,242,46,29,0,0,0,"4,903,185"
,3/25/20,381,139,47,1,1,0,"4,903,185"
,3/26/20,517,136,63,1,0,0,"4,903,185"
,3/27/20,587,70,69,4,3,1,"4,903,185"
,3/28/20,694,107,80,4,0,1,"4,903,185"
,3/29/20,825,131,95,10,6,1,"4,903,185"
,3/30/20,899,74,100,10,0,1,"4,903,185"
,3/31/20,987,88,106,23,13,3,"4,903,185"
,4/1/20,"1,060",73,97,27,4,4,"4,903,185"
,4/2/20,"1,233",173,102,32,5,4,"4,903,185"
,4/3/20,"1,495",262,130,38,6,5,"4,903,185"
,4/4/20,"1,614",119,131,44,6,6,"4,903,185"
,4/5/20,"1,765",151,134,45,1,5,"4,903,185"
,4/6/20,"1,952",187,150,49,4,6,"4,903,185"
,4/7/20,"2,169",217,169,64,15,6,"4,903,185"
,4/8/20,"2,328",159,181,66,2,6,"4,903,185"
,4/9/20,"2,703",375,210,70,4,5,"4,903,185"
,4/10/20,"2,947",244,207,80,10,6,"4,903,185"
,4/11/20,"3,217",270,229,92,12,7,"4,903,185"
,4/12/20,"3,563",346,257,93,1,7,"4,903,185"
,4/13/20,"3,734",171,255,99,6,7,"4,903,185"
,4/14/20,"3,953",219,255,114,15,7,"4,903,185"
,4/15/20,"4,075",122,250,118,4,7,"4,903,185"
,4/16/20,"4,345",270,235,133,15,9,"4,903,185"
,4/17/20,"4,571",226,232,148,15,10,"4,903,185"
,4/18/20,"4,712",141,214,153,5,9,"4,903,185"
,4/19/20,"4,888",176,189,157,4,9,"4,903,185"
,4/20/20,"5,079",191,192,163,6,9,"4,903,185"
,4/21/20,"5,317",238,195,183,20,10,"4,903,185"
,4/22/20,"5,593",276,217,196,13,11,"4,903,185"
,4/23/20,"5,832",239,212,202,6,10,"4,903,185"
,4/24/20,"6,026",194,208,209,7,9,"4,903,185"
,4/25/20,"6,026",0,188,209,0,8,"4,903,185"
,4/26/20,"6,421",395,219,219,10,9,"4,903,185"
,4/27/20,"6,539",118,209,228,9,9,"4,903,185"
,4/28/20,"6,750",211,205,242,14,8,"4,903,185"
,4/29/20,"6,912",162,188,256,14,9,"4,903,185"
,4/30/20,"7,088",176,179,272,16,10,"4,903,185"
,5/1/20,"7,294",206,181,289,17,11,"4,903,185"
,5/2/20,"7,611",317,226,288,-1,11,"4,903,185"
,5/3/20,"7,888",277,210,290,2,10,"4,903,185"
,5/4/20,"8,112",224,225,298,8,10,"4,903,185"
,5/5/20,"8,437",325,241,315,17,10,"4,903,185"
,5/6/20,"8,691",254,254,343,28,12,"4,903,185"
,5/7/20,"9,046",355,280,369,26,14,"4,903,185"
,5/8/20,"9,385",339,299,383,14,13,"4,903,185"
,5/9/20,"9,668",283,294,390,7,15,"4,903,185"
,5/10/20,"9,889",221,286,393,3,15,"4,903,185"
,5/11/20,"10,164",275,293,403,10,15,"4,903,185"
,5/12/20,"10,464",300,290,435,32,17,"4,903,185"
,5/13/20,"10,700",236,287,450,15,15,"4,903,185"
,5/14/20,"11,101",401,294,473,23,15,"4,903,185"
,5/15/20,"11,373",272,284,483,10,14,"4,903,185"
,5/16/20,"11,674",301,287,485,2,14,"4,903,185"
,5/17/20,"11,771",97,269,488,3,14,"4,903,185"
,5/18/20,"12,086",315,275,489,1,12,"4,903,185"
,5/19/20,"12,376",290,273,504,15,10,"4,903,185"
,5/20/20,"13,052",676,336,522,18,10,"4,903,185"
,5/21/20,"13,288",236,312,529,7,8,"4,903,185"
,5/22/20,"13,670",382,328,541,12,8,"4,903,185"
,5/23/20,"14,117",447,349,549,8,9,"4,903,185"
,5/24/20,"14,478",361,387,551,2,9,"4,903,185"
,5/25/20,"14,986",508,414,566,15,11,"4,903,185"
,5/26/20,"15,650",664,468,580,14,11,"4,903,185"
,5/27/20,"16,032",382,426,583,3,9,"4,903,185"
,5/28/20,"16,530",498,463,591,8,9,"4,903,185"
,5/29/20,"17,031",501,480,610,19,10,"4,903,185"
,5/30/20,"17,359",328,463,618,8,10,"4,903,185"
,5/31/20,"17,952",593,496,630,12,11,"4,903,185"
,6/1/20,"18,630",678,521,646,16,11,"4,903,185"
,6/2/20,"18,766",136,445,653,7,10,"4,903,185"
,6/3/20,"18,851",85,403,653,0,10,"4,903,185"
,6/4/20,"19,072",221,363,653,0,9,"4,903,185"
,6/5/20,"19,387",315,337,676,23,9,"4,903,185"
,6/6/20,"20,043",656,383,689,13,10,"4,903,185"
,6/7/20,"20,500",457,364,692,3,9,"4,903,185"
,6/8/20,"20,925",425,328,718,26,10,"4,903,185"
,6/9/20,"21,422",497,379,729,11,11,"4,903,185"
,6/10/20,"21,989",567,448,744,15,13,"4,903,185"
,6/11/20,"22,845",856,539,755,11,15,"4,903,185"
,6/12/20,"23,710",865,618,769,14,13,"4,903,185"
,6/13/20,"24,601",891,651,773,4,12,"4,903,185"
,6/14/20,"25,615","1,014",731,773,0,12,"4,903,185"
,6/15/20,"26,272",657,764,774,1,8,"4,903,185"
,6/16/20,"26,912",640,784,785,11,8,"4,903,185"
,6/17/20,"27,312",400,760,790,5,7,"4,903,185"
,6/18/20,"28,206",894,766,810,20,8,"4,903,185"
,6/19/20,"29,002",796,756,822,12,8,"4,903,185"
,6/20/20,"29,549",547,707,838,16,9,"4,903,185"
,6/21/20,"30,021",472,629,839,1,9,"4,903,185"
,6/22/20,"30,454",433,597,841,2,10,"4,903,185"
,6/23/20,"31,097",643,598,864,23,11,"4,903,185"
,6/24/20,"32,064",967,679,891,27,14,"4,903,185"
,6/25/20,"33,206","1,142",714,896,5,12,"4,903,185"
,6/26/20,"34,183",977,740,907,11,12,"4,903,185"
,6/27/20,"35,083",900,791,919,12,12,"4,903,185"
,6/28/20,"35,441",358,774,919,0,11,"4,903,185"
,6/29/20,"37,175","1,734",960,929,10,13,"4,903,185"
,6/30/20,"38,045",870,993,950,21,12,"4,903,185"
,7/1/20,"38,962",917,985,972,22,12,"4,903,185"
,7/2/20,"40,111","1,149",986,985,13,13,"4,903,185"
,7/3/20,"41,865","1,754","1,097","1,006",21,14,"4,903,185"
,7/4/20,"42,862",997,"1,111","1,007",1,13,"4,903,185"
,7/5/20,"43,953","1,091","1,216","1,007",0,13,"4,903,185"
,7/6/20,"44,878",925,"1,100","1,007",0,11,"4,903,185"
,7/7/20,"45,785",907,"1,106","1,033",26,12,"4,903,185"
,7/8/20,"46,962","1,177","1,143","1,058",25,12,"4,903,185"
,7/9/20,"49,174","2,212","1,295","1,068",10,12,"4,903,185"
,7/10/20,"50,508","1,334","1,235","1,104",36,14,"4,903,185"
,7/11/20,"51,947","1,439","1,298","1,114",10,15,"4,903,185"
,7/12/20,"53,587","1,640","1,376","1,121",7,16,"4,903,185"
,7/13/20,"55,545","1,958","1,524","1,124",3,17,"4,903,185"
,7/14/20,"57,255","1,710","1,639","1,164",40,19,"4,903,185"
,7/15/20,"59,067","1,812","1,729","1,211",47,22,"4,903,185"
,7/16/20,"61,088","2,021","1,702","1,230",19,23,"4,903,185"
,7/17/20,"63,091","2,003","1,798","1,265",35,23,"4,903,185"
,7/18/20,"65,234","2,143","1,898","1,286",21,25,"4,903,185"
,7/19/20,"67,011","1,777","1,918","1,287",1,24,"4,903,185"
,7/20/20,"68,891","1,880","1,907","1,291",4,24,"4,903,185"
,7/21/20,"70,358","1,467","1,872","1,303",12,20,"4,903,185"
,7/22/20,"71,813","1,455","1,821","1,364",61,22,"4,903,185"
,7/23/20,"74,212","2,399","1,875","1,397",33,24,"4,903,185"
,7/24/20,"76,005","1,793","1,845","1,438",41,25,"4,903,185"
,7/25/20,"78,130","2,125","1,842","1,456",18,24,"4,903,185"
Alaska,1/22/20,0,,,0,,,"731,545"
,1/23/20,0,0,0,0,0,0,"731,545"
,1/24/20,0,0,0,0,0,0,"731,545"
,1/25/20,0,0,0,0,0,0,"731,545"
,1/26/20,0,0,0,0,0,0,"731,545"
,1/27/20,0,0,0,0,0,0,"731,545"
,1/28/20,0,0,0,0,0,0,"731,545"
,1/29/20,0,0,0,0,0,0,"731,545"
,1/30/20,0,0,0,0,0,0,"731,545"
,1/31/20,0,0,0,0,0,0,"731,545"
,2/1/20,0,0,0,0,0,0,"731,545"
,2/2/20,0,0,0,0,0,0,"731,545"
,2/3/20,0,0,0,0,0,0,"731,545"
,2/4/20,0,0,0,0,0,0,"731,545"
,2/5/20,0,0,0,0,0,0,"731,545"
,2/6/20,0,0,0,0,0,0,"731,545"
,2/7/20,0,0,0,0,0,0,"731,545"
,2/8/20,0,0,0,0,0,0,"731,545"
,2/9/20,0,0,0,0,0,0,"731,545"
,2/10/20,0,0,0,0,0,0,"731,545"
,2/11/20,0,0,0,0,0,0,"731,545"
,2/12/20,0,0,0,0,0,0,"731,545"
,2/13/20,0,0,0,0,0,0,"731,545"
,2/14/20,0,0,0,0,0,0,"731,545"
,2/15/20,0,0,0,0,0,0,"731,545"
,2/16/20,0,0,0,0,0,0,"731,545"
,2/17/20,0,0,0,0,0,0,"731,545"
,2/18/20,0,0,0,0,0,0,"731,545"
,2/19/20,0,0,0,0,0,0,"731,545"
,2/20/20,0,0,0,0,0,0,"731,545"
,2/21/20,0,0,0,0,0,0,"731,545"
,2/22/20,0,0,0,0,0,0,"731,545"
,2/23/20,0,0,0,0,0,0,"731,545"
,2/24/20,0,0,0,0,0,0,"731,545"
,2/25/20,0,0,0,0,0,0,"731,545"
,2/26/20,0,0,0,0,0,0,"731,545"
,2/27/20,0,0,0,0,0,0,"731,545"
,2/28/20,0,0,0,0,0,0,"731,545"
,2/29/20,0,0,0,0,0,0,"731,545"
,3/1/20,0,0,0,0,0,0,"731,545"
,3/2/20,0,0,0,0,0,0,"731,545"
,3/3/20,0,0,0,0,0,0,"731,545"
,3/4/20,0,0,0,0,0,0,"731,545"
,3/5/20,0,0,0,0,0,0,"731,545"
,3/6/20,0,0,0,0,0,0,"731,545"
,3/7/20,0,0,0,0,0,0,"731,545"
,3/8/20,0,0,0,0,0,0,"731,545"
,3/9/20,0,0,0,0,0,0,"731,545"
,3/10/20,0,0,0,0,0,0,"731,545"
,3/11/20,0,0,0,0,0,0,"731,545"
,3/12/20,0,0,0,0,0,0,"731,545"
,3/13/20,1,1,0,0,0,0,"731,545"
,3/14/20,1,0,0,0,0,0,"731,545"
,3/15/20,1,0,0,0,0,0,"731,545"
,3/16/20,1,0,0,0,0,0,"731,545"
,3/17/20,3,2,0,0,0,0,"731,545"
,3/18/20,5,2,1,0,0,0,"731,545"
,3/19/20,8,3,1,0,0,0,"731,545"
,3/20/20,11,3,1,0,0,0,"731,545"
,3/21/20,13,2,2,0,0,0,"731,545"
,3/22/20,18,5,2,0,0,0,"731,545"
,3/23/20,30,12,4,0,0,0,"731,545"
,3/24/20,34,4,4,0,0,0,"731,545"
,3/25/20,41,7,5,1,1,0,"731,545"
,3/26/20,56,15,7,1,0,0,"731,545"
,3/27/20,58,2,7,1,0,0,"731,545"
,3/28/20,85,27,10,2,1,0,"731,545"
,3/29/20,102,17,12,2,0,0,"731,545"
,3/30/20,114,12,12,3,1,0,"731,545"
,3/31/20,119,5,12,3,0,0,"731,545"
,4/1/20,132,13,13,3,0,0,"731,545"
,4/2/20,143,11,12,3,0,0,"731,545"
,4/3/20,157,14,14,3,0,0,"731,545"
,4/4/20,171,14,12,5,2,0,"731,545"
,4/5/20,185,14,12,6,1,1,"731,545"
,4/6/20,190,5,11,6,0,0,"731,545"
,4/7/20,213,23,13,6,0,0,"731,545"
,4/8/20,226,13,13,7,1,1,"731,545"
,4/9/20,235,9,13,7,0,1,"731,545"
,4/10/20,246,11,13,7,0,1,"731,545"
,4/11/20,257,11,12,8,1,0,"731,545"
,4/12/20,272,15,12,8,0,0,"731,545"
,4/13/20,277,5,12,8,0,0,"731,545"
,4/14/20,285,8,10,9,1,0,"731,545"
,4/15/20,293,8,10,9,0,0,"731,545"
,4/16/20,300,7,9,9,0,0,"731,545"
,4/17/20,309,9,9,9,0,0,"731,545"
,4/18/20,314,5,8,9,0,0,"731,545"
,4/19/20,319,5,7,9,0,0,"731,545"
,4/20/20,321,2,6,9,0,0,"731,545"
,4/21/20,329,8,6,9,0,0,"731,545"
,4/22/20,335,6,6,9,0,0,"731,545"
,4/23/20,337,2,5,9,0,0,"731,545"
,4/24/20,339,2,4,9,0,0,"731,545"
,4/25/20,339,0,4,9,0,0,"731,545"
,4/26/20,340,1,3,9,0,0,"731,545"
,4/27/20,345,5,3,9,0,0,"731,545"
,4/28/20,351,6,3,9,0,0,"731,545"
,4/29/20,355,4,3,9,0,0,"731,545"
,4/30/20,355,0,3,9,0,0,"731,545"
,5/1/20,364,9,4,9,0,0,"731,545"
,5/2/20,365,1,4,9,0,0,"731,545"
,5/3/20,368,3,4,9,0,0,"731,545"
,5/4/20,370,2,4,9,0,0,"731,545"
,5/5/20,371,1,3,9,0,0,"731,545"
,5/6/20,372,1,2,10,1,0,"731,545"
,5/7/20,374,2,3,10,0,0,"731,545"
,5/8/20,377,3,2,10,0,0,"731,545"
,5/9/20,378,1,2,10,0,0,"731,545"
,5/10/20,379,1,2,10,0,0,"731,545"
,5/11/20,379,0,1,10,0,0,"731,545"
,5/12/20,383,4,2,10,0,0,"731,545"
,5/13/20,383,0,2,10,0,0,"731,545"
,5/14/20,383,0,1,10,0,0,"731,545"
,5/15/20,388,5,2,10,0,0,"731,545"
,5/16/20,388,0,1,10,0,0,"731,545"
,5/17/20,388,0,1,10,0,0,"731,545"
,5/18/20,388,0,1,10,0,0,"731,545"
,5/19/20,400,12,2,10,0,0,"731,545"
,5/20/20,401,1,3,10,0,0,"731,545"
,5/21/20,401,0,3,10,0,0,"731,545"
,5/22/20,403,2,2,10,0,0,"731,545"
,5/23/20,407,4,3,10,0,0,"731,545"
,5/24/20,407,0,3,10,0,0,"731,545"
,5/25/20,408,1,3,10,0,0,"731,545"
,5/26/20,410,2,1,10,0,0,"731,545"
,5/27/20,411,1,1,10,0,0,"731,545"
,5/28/20,424,13,3,10,0,0,"731,545"
,5/29/20,429,5,4,10,0,0,"731,545"
,5/30/20,433,4,4,10,0,0,"731,545"
,5/31/20,459,26,7,10,0,0,"731,545"
,6/1/20,466,7,8,10,0,0,"731,545"
,6/2/20,486,20,11,10,0,0,"731,545"
,6/3/20,504,18,13,10,0,0,"731,545"
,6/4/20,512,8,13,10,0,0,"731,545"
,6/5/20,523,11,13,10,0,0,"731,545"
,6/6/20,535,12,15,10,0,0,"731,545"
,6/7/20,543,8,12,10,0,0,"731,545"
,6/8/20,562,19,14,10,0,0,"731,545"
,6/9/20,572,10,12,11,1,0,"731,545"
,6/10/20,592,20,13,11,0,0,"731,545"
,6/11/20,609,17,14,11,0,0,"731,545"
,6/12/20,624,15,14,12,1,0,"731,545"
,6/13/20,653,29,17,12,0,0,"731,545"
,6/14/20,660,7,17,12,0,0,"731,545"
,6/15/20,663,3,14,12,0,0,"731,545"
,6/16/20,675,12,15,12,0,0,"731,545"
,6/17/20,695,20,15,12,0,0,"731,545"
,6/18/20,707,12,14,12,0,0,"731,545"
,6/19/20,720,13,14,12,0,0,"731,545"
,6/20/20,741,21,13,12,0,0,"731,545"
,6/21/20,752,11,13,12,0,0,"731,545"
,6/22/20,758,6,14,12,0,0,"731,545"
,6/23/20,760,2,12,12,0,0,"731,545"
,6/24/20,789,29,13,12,0,0,"731,545"
,6/25/20,813,24,15,12,0,0,"731,545"
,6/26/20,833,20,16,14,2,0,"731,545"
,6/27/20,851,18,16,14,0,0,"731,545"
,6/28/20,880,29,18,14,0,0,"731,545"
,6/29/20,901,21,20,14,0,0,"731,545"
,6/30/20,937,36,25,14,0,0,"731,545"
,7/1/20,975,38,27,14,0,0,"731,545"
,7/2/20,"1,014",39,29,14,0,0,"731,545"
,7/3/20,"1,060",46,32,15,1,0,"731,545"
,7/4/20,"1,107",47,37,16,1,0,"731,545"
,7/5/20,"1,134",27,36,16,0,0,"731,545"
,7/6/20,"1,162",28,37,16,0,0,"731,545"
,7/7/20,"1,180",18,35,17,1,0,"731,545"
,7/8/20,"1,222",42,35,17,0,0,"731,545"
,7/9/20,"1,268",46,36,17,0,0,"731,545"
,7/10/20,"1,323",55,38,17,0,0,"731,545"
,7/11/20,"1,385",62,40,17,0,0,"731,545"
,7/12/20,"1,479",94,49,17,0,0,"731,545"
,7/13/20,"1,539",60,54,17,0,0,"731,545"
,7/14/20,"1,579",40,57,17,0,0,"731,545"
,7/15/20,"1,631",52,58,17,0,0,"731,545"
,7/16/20,"1,693",62,61,17,0,0,"731,545"
,7/17/20,"1,734",41,59,17,0,0,"731,545"
,7/18/20,"1,796",62,59,18,1,0,"731,545"
,7/19/20,"1,875",79,57,18,0,0,"731,545"
,7/20/20,"1,950",75,59,18,0,0,"731,545"
,7/21/20,"2,042",92,66,18,0,0,"731,545"
,7/22/20,"2,131",89,71,19,1,0,"731,545"
,7/23/20,"2,193",62,71,19,0,0,"731,545"
,7/24/20,"2,249",56,74,19,0,0,"731,545"
,7/25/20,"2,339",90,78,20,1,0,"731,545"
American Samoa,1/22/20,0,,,0,,,"55,641"
,1/23/20,0,0,0,0,0,0,"55,641"
,1/24/20,0,0,0,0,0,0,"55,641"
,1/25/20,0,0,0,0,0,0,"55,641"
,1/26/20,0,0,0,0,0,0,"55,641"
,1/27/20,0,0,0,0,0,0,"55,641"
,1/28/20,0,0,0,0,0,0,"55,641"
,1/29/20,0,0,0,0,0,0,"55,641"
,1/30/20,0,0,0,0,0,0,"55,641"
,1/31/20,0,0,0,0,0,0,"55,641"
,2/1/20,0,0,0,0,0,0,"55,641"
,2/2/20,0,0,0,0,0,0,"55,641"
,2/3/20,0,0,0,0,0,0,"55,641"
,2/4/20,0,0,0,0,0,0,"55,641"
,2/5/20,0,0,0,0,0,0,"55,641"
,2/6/20,0,0,0,0,0,0,"55,641"
,2/7/20,0,0,0,0,0,0,"55,641"
,2/8/20,0,0,0,0,0,0,"55,641"
,2/9/20,0,0,0,0,0,0,"55,641"
,2/10/20,0,0,0,0,0,0,"55,641"
,2/11/20,0,0,0,0,0,0,"55,641"
,2/12/20,0,0,0,0,0,0,"55,641"
,2/13/20,0,0,0,0,0,0,"55,641"
,2/14/20,0,0,0,0,0,0,"55,641"
,2/15/20,0,0,0,0,0,0,"55,641"
,2/16/20,0,0,0,0,0,0,"55,641"
,2/17/20,0,0,0,0,0,0,"55,641"
,2/18/20,0,0,0,0,0,0,"55,641"
,2/19/20,0,0,0,0,0,0,"55,641"
,2/20/20,0,0,0,0,0,0,"55,641"
,2/21/20,0,0,0,0,0,0,"55,641"
,2/22/20,0,0,0,0,0,0,"55,641"
,2/23/20,0,0,0,0,0,0,"55,641"
,2/24/20,0,0,0,0,0,0,"55,641"
,2/25/20,0,0,0,0,0,0,"55,641"
,2/26/20,0,0,0,0,0,0,"55,641"
,2/27/20,0,0,0,0,0,0,"55,641"
,2/28/20,0,0,0,0,0,0,"55,641"
,2/29/20,0,0,0,0,0,0,"55,641"
,3/1/20,0,0,0,0,0,0,"55,641"
,3/2/20,0,0,0,0,0,0,"55,641"
,3/3/20,0,0,0,0,0,0,"55,641"
,3/4/20,0,0,0,0,0,0,"55,641"
,3/5/20,0,0,0,0,0,0,"55,641"
,3/6/20,0,0,0,0,0,0,"55,641"
,3/7/20,0,0,0,0,0,0,"55,641"
,3/8/20,0,0,0,0,0,0,"55,641"
,3/9/20,0,0,0,0,0,0,"55,641"
,3/10/20,0,0,0,0,0,0,"55,641"
,3/11/20,0,0,0,0,0,0,"55,641"
,3/12/20,0,0,0,0,0,0,"55,641"
,3/13/20,0,0,0,0,0,0,"55,641"
,3/14/20,0,0,0,0,0,0,"55,641"
,3/15/20,0,0,0,0,0,0,"55,641"
,3/16/20,0,0,0,0,0,0,"55,641"
,3/17/20,0,0,0,0,0,0,"55,641"
,3/18/20,0,0,0,0,0,0,"55,641"
,3/19/20,0,0,0,0,0,0,"55,641"
,3/20/20,0,0,0,0,0,0,"55,641"
,3/21/20,0,0,0,0,0,0,"55,641"
,3/22/20,0,0,0,0,0,0,"55,641"
,3/23/20,0,0,0,0,0,0,"55,641"
,3/24/20,0,0,0,0,0,0,"55,641"
,3/25/20,0,0,0,0,0,0,"55,641"
,3/26/20,0,0,0,0,0,0,"55,641"
,3/27/20,0,0,0,0,0,0,"55,641"
,3/28/20,0,0,0,0,0,0,"55,641"
,3/29/20,0,0,0,0,0,0,"55,641"
,3/30/20,0,0,0,0,0,0,"55,641"
,3/31/20,0,0,0,0,0,0,"55,641"
,4/1/20,0,0,0,0,0,0,"55,641"
,4/2/20,0,0,0,0,0,0,"55,641"
,4/3/20,0,0,0,0,0,0,"55,641"
,4/4/20,0,0,0,0,0,0,"55,641"
,4/5/20,0,0,0,0,0,0,"55,641"
,4/6/20,0,0,0,0,0,0,"55,641"
,4/7/20,0,0,0,0,0,0,"55,641"
,4/8/20,0,0,0,0,0,0,"55,641"
,4/9/20,0,0,0,0,0,0,"55,641"
,4/10/20,0,0,0,0,0,0,"55,641"
,4/11/20,0,0,0,0,0,0,"55,641"
,4/12/20,0,0,0,0,0,0,"55,641"
,4/13/20,0,0,0,0,0,0,"55,641"
,4/14/20,0,0,0,0,0,0,"55,641"
,4/15/20,0,0,0,0,0,0,"55,641"
,4/16/20,0,0,0,0,0,0,"55,641"
,4/17/20,0,0,0,0,0,0,"55,641"
,4/18/20,0,0,0,0,0,0,"55,641"
,4/19/20,0,0,0,0,0,0,"55,641"
,4/20/20,0,0,0,0,0,0,"55,641"
,4/21/20,0,0,0,0,0,0,"55,641"
,4/22/20,0,0,0,0,0,0,"55,641"
,4/23/20,0,0,0,0,0,0,"55,641"
,4/24/20,0,0,0,0,0,0,"55,641"
,4/25/20,0,0,0,0,0,0,"55,641"
,4/26/20,0,0,0,0,0,0,"55,641"
,4/27/20,0,0,0,0,0,0,"55,641"
,4/28/20,0,0,0,0,0,0,"55,641"
,4/29/20,0,0,0,0,0,0,"55,641"
,4/30/20,0,0,0,0,0,0,"55,641"
,5/1/20,0,0,0,0,0,0,"55,641"
,5/2/20,0,0,0,0,0,0,"55,641"
,5/3/20,0,0,0,0,0,0,"55,641"
,5/4/20,0,0,0,0,0,0,"55,641"
,5/5/20,0,0,0,0,0,0,"55,641"
,5/6/20,0,0,0,0,0,0,"55,641"
,5/7/20,0,0,0,0,0,0,"55,641"
,5/8/20,0,0,0,0,0,0,"55,641"
,5/9/20,0,0,0,0,0,0,"55,641"
,5/10/20,0,0,0,0,0,0,"55,641"
,5/11/20,0,0,0,0,0,0,"55,641"
,5/12/20,0,0,0,0,0,0,"55,641"
,5/13/20,0,0,0,0,0,0,"55,641"
,5/14/20,0,0,0,0,0,0,"55,641"
,5/15/20,0,0,0,0,0,0,"55,641"
,5/16/20,0,0,0,0,0,0,"55,641"
,5/17/20,0,0,0,0,0,0,"55,641"
,5/18/20,0,0,0,0,0,0,"55,641"
,5/19/20,0,0,0,0,0,0,"55,641"
,5/20/20,0,0,0,0,0,0,"55,641"
,5/21/20,0,0,0,0,0,0,"55,641"
,5/22/20,0,0,0,0,0,0,"55,641"
,5/23/20,0,0,0,0,0,0,"55,641"
,5/24/20,0,0,0,0,0,0,"55,641"
,5/25/20,0,0,0,0,0,0,"55,641"
,5/26/20,0,0,0,0,0,0,"55,641"
,5/27/20,0,0,0,0,0,0,"55,641"
,5/28/20,0,0,0,0,0,0,"55,641"
,5/29/20,0,0,0,0,0,0,"55,641"
,5/30/20,0,0,0,0,0,0,"55,641"
,5/31/20,0,0,0,0,0,0,"55,641"
,6/1/20,0,0,0,0,0,0,"55,641"
,6/2/20,0,0,0,0,0,0,"55,641"
,6/3/20,0,0,0,0,0,0,"55,641"
,6/4/20,0,0,0,0,0,0,"55,641"
,6/5/20,0,0,0,0,0,0,"55,641"
,6/6/20,0,0,0,0,0,0,"55,641"
,6/7/20,0,0,0,0,0,0,"55,641"
,6/8/20,0,0,0,0,0,0,"55,641"
,6/9/20,0,0,0,0,0,0,"55,641"
,6/10/20,0,0,0,0,0,0,"55,641"
,6/11/20,0,0,0,0,0,0,"55,641"
,6/12/20,0,0,0,0,0,0,"55,641"
,6/13/20,0,0,0,0,0,0,"55,641"
,6/14/20,0,0,0,0,0,0,"55,641"
,6/15/20,0,0,0,0,0,0,"55,641"
,6/16/20,0,0,0,0,0,0,"55,641"
